1,ACCELERATING
2,LANE_CHANGING
3,DE_ACCELERATING
4,CRUISING_HIGH_SPEED
5,CRUISING_MEDIUM_SPEED
6,REVERSE
7,CRUISING_LOW_SPEED
8,STOPPED
9,TURNING
